"year_month","primary_type","ward","crime_count","was_arrested_count","was_domestic_count"
"2017-01","NARCOTICS",21,26,26,0
"2017-01","NARCOTICS",22,8,8,0
"2017-01","NARCOTICS",23,6,6,0
"2017-01","NARCOTICS",24,187,187,1
"2017-01","NARCOTICS",25,4,4,0
"2017-01","NARCOTICS",26,4,4,0
"2017-01","NARCOTICS",27,95,95,0
"2017-01","NARCOTICS",28,161,161,0
"2017-01","NARCOTICS",29,36,36,0
"2017-01","NARCOTICS",30,9,9,0
"2017-01","NARCOTICS",31,5,5,0
"2017-01","NARCOTICS",32,3,3,0
"2017-01","NARCOTICS",33,1,1,0
"2017-01","NARCOTICS",34,14,14,0
"2017-01","NARCOTICS",35,6,6,0
"2017-01","NARCOTICS",36,3,3,0
"2017-01","NARCOTICS",37,30,30,0
"2017-01","NARCOTICS",38,5,4,0
"2017-01","NARCOTICS",39,1,1,0
"2017-01","NARCOTICS",40,6,6,0
"2017-01","NARCOTICS",41,20,20,0
"2017-01","NARCOTICS",42,13,13,0
"2017-01","NARCOTICS",43,1,1,0
"2017-01","NARCOTICS",44,6,6,0
"2017-01","NARCOTICS",45,5,5,0
"2017-01","NARCOTICS",46,3,3,0
"2017-01","NARCOTICS",49,3,3,0
"2017-01","NARCOTICS",50,2,2,0
"2017-01","NON-CRIMINAL",2,1,0,0
"2017-01","NON-CRIMINAL",4,1,0,0
"2017-01","NON-CRIMINAL",22,1,0,0
"2017-01","OBSCENITY",9,1,1,0
"2017-01","OBSCENITY",38,1,1,0
"2017-01","OBSCENITY",49,1,1,0
"2017-01","OFFENSE INVOLVING CHILDREN",1,3,0,1
"2017-01","OFFENSE INVOLVING CHILDREN",2,4,0,4
"2017-01","OFFENSE INVOLVING CHILDREN",3,4,1,4
"2017-01","OFFENSE INVOLVING CHILDREN",4,4,0,4
"2017-01","OFFENSE INVOLVING CHILDREN",5,8,2,8
"2017-01","OFFENSE INVOLVING CHILDREN",6,10,0,9
"2017-01","OFFENSE INVOLVING CHILDREN",7,9,2,6
"2017-01","OFFENSE INVOLVING CHILDREN",8,10,0,8
"2017-01","OFFENSE INVOLVING CHILDREN",9,9,0,6
"2017-01","OFFENSE INVOLVING CHILDREN",10,8,0,4
"2017-01","OFFENSE INVOLVING CHILDREN",11,1,0,1
"2017-01","OFFENSE INVOLVING CHILDREN",12,7,2,7
"2017-01","OFFENSE INVOLVING CHILDREN",13,7,0,7
"2017-01","OFFENSE INVOLVING CHILDREN",14,3,2,3
"2017-01","OFFENSE INVOLVING CHILDREN",15,14,2,9
"2017-01","OFFENSE INVOLVING CHILDREN",16,9,1,8
"2017-01","OFFENSE INVOLVING CHILDREN",17,8,0,2
"2017-01","OFFENSE INVOLVING CHILDREN",18,5,0,4
"2017-01","OFFENSE INVOLVING CHILDREN",19,7,0,4
"2017-01","OFFENSE INVOLVING CHILDREN",20,8,3,7
"2017-01","OFFENSE INVOLVING CHILDREN",21,14,2,13
"2017-01","OFFENSE INVOLVING CHILDREN",22,6,1,4
"2017-01","OFFENSE INVOLVING CHILDREN",23,1,0,1
"2017-01","OFFENSE INVOLVING CHILDREN",24,11,1,11
"2017-01","OFFENSE INVOLVING CHILDREN",25,2,1,2
"2017-01","OFFENSE INVOLVING CHILDREN",26,2,0,2
"2017-01","OFFENSE INVOLVING CHILDREN",27,11,3,11
"2017-01","OFFENSE INVOLVING CHILDREN",28,8,1,6
"2017-01","OFFENSE INVOLVING CHILDREN",29,9,0,8
"2017-01","OFFENSE INVOLVING CHILDREN",30,5,0,5
"2017-01","OFFENSE INVOLVING CHILDREN",31,5,0,5
"2017-01","OFFENSE INVOLVING CHILDREN",32,5,0,4
"2017-01","OFFENSE INVOLVING CHILDREN",33,3,2,3
"2017-01","OFFENSE INVOLVING CHILDREN",34,8,0,5
"2017-01","OFFENSE INVOLVING CHILDREN",35,3,0,3
"2017-01","OFFENSE INVOLVING CHILDREN",36,2,0,2
"2017-01","OFFENSE INVOLVING CHILDREN",37,6,0,5
"2017-01","OFFENSE INVOLVING CHILDREN",38,3,0,2
"2017-01","OFFENSE INVOLVING CHILDREN",39,4,0,4
"2017-01","OFFENSE INVOLVING CHILDREN",40,1,0,1
"2017-01","OFFENSE INVOLVING CHILDREN",41,4,1,3
"2017-01","OFFENSE INVOLVING CHILDREN",42,1,1,1
"2017-01","OFFENSE INVOLVING CHILDREN",45,1,0,1
"2017-01","OFFENSE INVOLVING CHILDREN",46,2,0,2
"2017-01","OFFENSE INVOLVING CHILDREN",47,2,0,1
"2017-01","OFFENSE INVOLVING CHILDREN",48,1,0,1
"2017-01","OFFENSE INVOLVING CHILDREN",49,6,2,5
"2017-01","OFFENSE INVOLVING CHILDREN",50,6,1,6
"2017-01","OTHER OFFENSE",1,12,0,6
"2017-01","OTHER OFFENSE",2,44,2,20
"2017-01","OTHER OFFENSE",3,36,9,11
"2017-01","OTHER OFFENSE",4,39,3,17
"2017-01","OTHER OFFENSE",5,33,6,15
"2017-01","OTHER OFFENSE",6,55,25,15
"2017-01","OTHER OFFENSE",7,56,9,25
"2017-01","OTHER OFFENSE",8,50,13,24
"2017-01","OTHER OFFENSE",9,49,20,13
"2017-01","OTHER OFFENSE",10,27,7,11
"2017-01","OTHER OFFENSE",11,31,4,7
"2017-01","OTHER OFFENSE",12,18,5,6
"2017-01","OTHER OFFENSE",13,17,2,7
"2017-01","OTHER OFFENSE",14,24,5,10
"2017-01","OTHER OFFENSE",15,43,13,9
"2017-01","OTHER OFFENSE",16,56,20,13
"2017-01","OTHER OFFENSE",17,70,18,34
"2017-01","OTHER OFFENSE",18,32,7,14
"2017-01","OTHER OFFENSE",19,18,1,9
"2017-01","OTHER OFFENSE",20,63,20,20
"2017-01","OTHER OFFENSE",21,62,18,25
"2017-01","OTHER OFFENSE",22,24,4,5
"2017-01","OTHER OFFENSE",23,21,2,14
"2017-01","OTHER OFFENSE",24,64,26,11
"2017-01","OTHER OFFENSE",25,16,3,6
"2017-01","OTHER OFFENSE",26,21,1,10
"2017-01","OTHER OFFENSE",27,42,6,18
"2017-01","OTHER OFFENSE",28,66,21,16
"2017-01","OTHER OFFENSE",29,37,5,16
"2017-01","OTHER OFFENSE",30,24,7,11
"2017-01","OTHER OFFENSE",31,27,3,8
"2017-01","OTHER OFFENSE",32,11,0,4
"2017-01","OTHER OFFENSE",33,19,2,6
"2017-01","OTHER OFFENSE",34,57,17,27
"2017-01","OTHER OFFENSE",35,12,1,3
"2017-01","OTHER OFFENSE",36,23,3,12
"2017-01","OTHER OFFENSE",37,40,12,13
"2017-01","OTHER OFFENSE",38,11,2,6
"2017-01","OTHER OFFENSE",39,11,1,7
"2017-01","OTHER OFFENSE",40,12,0,5
"2017-01","OTHER OFFENSE",41,22,2,5
"2017-01","OTHER OFFENSE",42,38,4,17
"2017-01","OTHER OFFENSE",43,6,0,2
"2017-01","OTHER OFFENSE",44,15,2,4
"2017-01","OTHER OFFENSE",45,25,2,10
"2017-01","OTHER OFFENSE",46,26,3,7
"2017-01","OTHER OFFENSE",47,11,3,7
"2017-01","OTHER OFFENSE",48,7,1,3
"2017-01","OTHER OFFENSE",49,18,3,6
"2017-01","OTHER OFFENSE",50,19,4,2
"2017-01","PROSTITUTION",2,3,3,0
"2017-01","PROSTITUTION",5,1,1,0
"2017-01","PROSTITUTION",6,2,2,0
"2017-01","PROSTITUTION",9,10,10,0
"2017-01","PROSTITUTION",14,1,1,0
"2017-01","PROSTITUTION",15,10,10,0
"2017-01","PROSTITUTION",16,3,3,0
"2017-01","PROSTITUTION",17,8,8,0
"2017-01","PROSTITUTION",24,29,29,0
"2017-01","PROSTITUTION",28,13,13,0
"2017-01","PROSTITUTION",32,1,1,0
"2017-01","PROSTITUTION",34,2,2,0
"2017-01","PROSTITUTION",45,1,1,0
"2017-01","PROSTITUTION",50,2,2,0
"2017-01","PUBLIC INDECENCY",14,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",1,1,0,0
"2017-01","PUBLIC PEACE VIOLATION",2,9,6,0
"2017-01","PUBLIC PEACE VIOLATION",3,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",5,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",6,2,1,0
"2017-01","PUBLIC PEACE VIOLATION",7,3,2,2
"2017-01","PUBLIC PEACE VIOLATION",8,2,1,1
"2017-01","PUBLIC PEACE VIOLATION",9,3,2,0
"2017-01","PUBLIC PEACE VIOLATION",10,2,2,0
"2017-01","PUBLIC PEACE VIOLATION",12,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",15,4,2,0
"2017-01","PUBLIC PEACE VIOLATION",16,2,2,0
"2017-01","PUBLIC PEACE VIOLATION",17,11,9,0
"2017-01","PUBLIC PEACE VIOLATION",18,2,1,0
"2017-01","PUBLIC PEACE VIOLATION",20,4,3,0
"2017-01","PUBLIC PEACE VIOLATION",21,5,4,0
"2017-01","PUBLIC PEACE VIOLATION",22,2,2,0
"2017-01","PUBLIC PEACE VIOLATION",24,9,6,1
"2017-01","PUBLIC PEACE VIOLATION",27,4,4,0
"2017-01","PUBLIC PEACE VIOLATION",28,9,8,0
"2017-01","PUBLIC PEACE VIOLATION",29,3,2,0
"2017-01","PUBLIC PEACE VIOLATION",30,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",31,2,0,0
"2017-01","PUBLIC PEACE VIOLATION",34,7,6,0
"2017-01","PUBLIC PEACE VIOLATION",37,3,1,1
"2017-01","PUBLIC PEACE VIOLATION",38,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",39,2,1,0
"2017-01","PUBLIC PEACE VIOLATION",41,7,0,0
"2017-01","PUBLIC PEACE VIOLATION",42,13,11,0
"2017-01","PUBLIC PEACE VIOLATION",43,1,0,0
"2017-01","PUBLIC PEACE VIOLATION",44,2,1,0
"2017-01","PUBLIC PEACE VIOLATION",46,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",48,1,0,0
"2017-01","PUBLIC PEACE VIOLATION",49,1,1,0
"2017-01","PUBLIC PEACE VIOLATION",50,1,0,0
"2017-01","ROBBERY",1,19,0,0
"2017-01","ROBBERY",2,43,5,0
"2017-01","ROBBERY",3,28,2,0
"2017-01","ROBBERY",4,17,4,0
"2017-01","ROBBERY",5,33,2,1
"2017-01","ROBBERY",6,41,1,0
"2017-01","ROBBERY",7,26,0,1
"2017-01","ROBBERY",8,27,2,2
"2017-01","ROBBERY",9,26,2,1
"2017-01","ROBBERY",10,14,1,0
"2017-01","ROBBERY",11,19,0,0
"2017-01","ROBBERY",12,15,0,0
"2017-01","ROBBERY",13,18,1,0
"2017-01","ROBBERY",14,17,1,0
"2017-01","ROBBERY",15,29,1,2
"2017-01","ROBBERY",16,32,3,0
"2017-01","ROBBERY",17,31,4,1
"2017-01","ROBBERY",18,24,0,0
"2017-01","ROBBERY",19,5,1,0
"2017-01","ROBBERY",20,38,3,1
"2017-01","ROBBERY",21,28,0,1
"2017-01","ROBBERY",22,31,0,1
"2017-01","ROBBERY",23,8,1,0
"2017-01","ROBBERY",24,42,5,0
"2017-01","ROBBERY",25,14,2,0
"2017-01","ROBBERY",26,26,0,0
"2017-01","ROBBERY",27,36,2,0
"2017-01","ROBBERY",28,73,4,2
"2017-01","ROBBERY",29,38,0,0
"2017-01","ROBBERY",30,14,1,0
"2017-01","ROBBERY",31,19,1,0
"2017-01","ROBBERY",32,18,1,1
"2017-01","ROBBERY",33,12,0,1
"2017-01","ROBBERY",34,33,3,1
"2017-01","ROBBERY",35,33,1,0
"2017-01","ROBBERY",36,12,1,0
"2017-01","ROBBERY",37,28,0,0
"2017-01","ROBBERY",38,6,0,0
"2017-01","ROBBERY",39,6,0,0
"2017-01","ROBBERY",40,9,1,0
"2017-01","ROBBERY",41,1,0,0
"2017-01","ROBBERY",42,21,3,0
"2017-01","ROBBERY",43,9,0,0
"2017-01","ROBBERY",44,13,3,0
"2017-01","ROBBERY",45,7,0,1
"2017-01","ROBBERY",46,6,2,0
"2017-01","ROBBERY",47,6,0,0
"2017-01","ROBBERY",48,7,0,0
"2017-01","ROBBERY",49,8,2,0
"2017-01","ROBBERY",50,8,0,0
"2017-01","SEX OFFENSE",1,1,0,0
"2017-01","SEX OFFENSE",2,2,0,0
"2017-01","SEX OFFENSE",3,1,0,0
"2017-01","SEX OFFENSE",4,1,1,0
"2017-01","SEX OFFENSE",6,5,0,3
"2017-01","SEX OFFENSE",7,2,0,1
"2017-01","SEX OFFENSE",10,1,0,0
"2017-01","SEX OFFENSE",11,1,0,0
"2017-01","SEX OFFENSE",13,1,1,0
"2017-01","SEX OFFENSE",14,3,1,3
"2017-01","SEX OFFENSE",15,1,0,1
"2017-01","SEX OFFENSE",16,2,1,0
"2017-01","SEX OFFENSE",17,4,0,3
"2017-01","SEX OFFENSE",19,1,0,1
"2017-01","SEX OFFENSE",20,1,0,1
"2017-01","SEX OFFENSE",21,1,0,0
"2017-01","SEX OFFENSE",22,2,1,1
"2017-01","SEX OFFENSE",23,1,0,1
"2017-01","SEX OFFENSE",24,5,2,2
"2017-01","SEX OFFENSE",25,5,2,0
"2017-01","SEX OFFENSE",26,2,0,1
"2017-01","SEX OFFENSE",27,1,0,0
"2017-01","SEX OFFENSE",28,2,0,1
"2017-01","SEX OFFENSE",29,1,0,1
"2017-01","SEX OFFENSE",31,1,0,0
"2017-01","SEX OFFENSE",33,1,0,1
"2017-01","SEX OFFENSE",34,4,0,1
"2017-01","SEX OFFENSE",35,3,2,0
"2017-01","SEX OFFENSE",36,2,0,0
"2017-01","SEX OFFENSE",37,3,0,1
"2017-01","SEX OFFENSE",38,3,1,2
"2017-01","SEX OFFENSE",39,2,0,1
"2017-01","SEX OFFENSE",40,2,0,0
"2017-01","SEX OFFENSE",41,1,0,0
"2017-01","SEX OFFENSE",42,1,0,0
"2017-01","SEX OFFENSE",43,2,0,0
"2017-01","SEX OFFENSE",44,2,1,0
"2017-01","SEX OFFENSE",46,2,1,0
"2017-01","SEX OFFENSE",49,1,0,0
"2017-01","STALKING",3,1,0,1
"2017-01","STALKING",5,1,0,1
"2017-01","STALKING",6,2,0,1
"2017-01","STALKING",7,2,1,2
"2017-01","STALKING",10,1,0,1
"2017-01","STALKING",12,1,0,1
"2017-01","STALKING",20,1,0,1
"2017-01","STALKING",21,1,0,0
"2017-01","STALKING",25,1,0,1
"2017-01","STALKING",37,1,0,0
"2017-01","STALKING",40,1,0,1
"2017-01","STALKING",42,2,0,1
"2017-01","STALKING",44,1,0,0
"2017-01","STALKING",47,1,0,1
"2017-01","THEFT",1,191,21,0
"2017-01","THEFT",2,287,37,2
"2017-01","THEFT",3,89,7,4
"2017-01","THEFT",4,146,28,3
"2017-01","THEFT",5,90,13,5
"2017-01","THEFT",6,134,19,13
"2017-01","THEFT",7,74,1,7
"2017-01","THEFT",8,95,0,6
"2017-01","THEFT",9,83,11,12
"2017-01","THEFT",10,61,15,4
"2017-01","THEFT",11,76,7,2
"2017-01","THEFT",12,38,3,4
"2017-01","THEFT",13,70,9,3
"2017-01","THEFT",14,36,3,2
"2017-01","THEFT",15,62,2,7
"2017-01","THEFT",16,69,1,5
"2017-01","THEFT",17,100,11,11
"2017-01","THEFT",18,69,2,8
"2017-01","THEFT",19,33,3,0
"2017-01","THEFT",20,87,3,4
"2017-01","THEFT",21,120,17,5
"2017-01","THEFT",22,41,2,1
"2017-01","THEFT",23,46,7,2
"2017-01","THEFT",24,116,9,14
"2017-01","THEFT",25,70,14,2
"2017-01","THEFT",26,56,3,2
"2017-01","THEFT",27,283,15,8
"2017-01","THEFT",28,112,3,11
"2017-01","THEFT",29,72,6,6
"2017-01","THEFT",30,58,9,0
"2017-01","THEFT",31,58,13,1
"2017-01","THEFT",32,180,16,0
"2017-01","THEFT",33,54,1,3
"2017-01","THEFT",34,100,10,4
"2017-01","THEFT",35,77,5,1
"2017-01","THEFT",36,58,6,0
"2017-01","THEFT",37,91,16,8
"2017-01","THEFT",38,50,4,1
"2017-01","THEFT",39,69,9,0
"2017-01","THEFT",40,51,6,0
"2017-01","THEFT",41,68,5,0
"2017-01","THEFT",42,577,92,2
"2017-01","THEFT",43,129,9,1
"2017-01","THEFT",44,93,5,0
"2017-01","THEFT",45,58,7,0
"2017-01","THEFT",46,82,17,2
"2017-01","THEFT",47,60,5,0
"2017-01","THEFT",48,63,15,3
"2017-01","THEFT",49,72,3,2
"2017-01","THEFT",50,52,4,1
"2017-01","WEAPONS VIOLATION",2,8,7,0
"2017-01","WEAPONS VIOLATION",3,6,6,0
"2017-01","WEAPONS VIOLATION",4,3,2,0
"2017-01","WEAPONS VIOLATION",5,11,9,0
"2017-01","WEAPONS VIOLATION",6,21,20,0
"2017-01","WEAPONS VIOLATION",7,13,11,0
"2017-01","WEAPONS VIOLATION",8,14,11,0
"2017-01","WEAPONS VIOLATION",9,5,5,0
"2017-01","WEAPONS VIOLATION",10,8,2,0
"2017-01","WEAPONS VIOLATION",11,1,1,0
"2017-01","WEAPONS VIOLATION",12,6,4,0
"2017-01","WEAPONS VIOLATION",14,4,4,0
"2017-01","WEAPONS VIOLATION",15,16,12,0
"2017-01","WEAPONS VIOLATION",16,9,6,0
"2017-01","WEAPONS VIOLATION",17,19,16,0
"2017-01","WEAPONS VIOLATION",18,2,2,0
"2017-01","WEAPONS VIOLATION",19,1,0,0
"2017-01","WEAPONS VIOLATION",20,9,8,0
"2017-01","WEAPONS VIOLATION",21,22,19,0
"2017-01","WEAPONS VIOLATION",22,14,12,0
"2017-01","WEAPONS VIOLATION",23,2,2,0
"2017-01","WEAPONS VIOLATION",24,24,22,0
"2017-01","WEAPONS VIOLATION",25,5,5,0
"2017-01","WEAPONS VIOLATION",26,4,3,0
"2017-01","WEAPONS VIOLATION",27,13,11,0
"2017-01","WEAPONS VIOLATION",28,36,33,0
"2017-01","WEAPONS VIOLATION",29,8,7,0
"2017-01","WEAPONS VIOLATION",30,5,4,0
"2017-01","WEAPONS VIOLATION",31,3,3,0
"2017-01","WEAPONS VIOLATION",33,3,2,0
"2017-01","WEAPONS VIOLATION",34,12,12,0
"2017-01","WEAPONS VIOLATION",36,2,1,0
"2017-01","WEAPONS VIOLATION",37,8,7,0
"2017-01","WEAPONS VIOLATION",38,1,1,0
"2017-01","WEAPONS VIOLATION",39,1,0,0
"2017-01","WEAPONS VIOLATION",40,6,4,0
"2017-01","WEAPONS VIOLATION",41,1,1,0
"2017-01","WEAPONS VIOLATION",42,2,2,0
"2017-01","WEAPONS VIOLATION",43,1,1,0
"2017-01","WEAPONS VIOLATION",44,1,1,0
"2017-01","WEAPONS VIOLATION",45,1,0,0
"2017-01","WEAPONS VIOLATION",46,2,2,0
"2017-01","WEAPONS VIOLATION",49,2,2,0
"2017-01","WEAPONS VIOLATION",50,1,1,0
"2017-02","ARSON",2,2,0,0
"2017-02","ARSON",4,1,0,0
"2017-02","ARSON",6,1,0,0
"2017-02","ARSON",7,2,1,0
"2017-02","ARSON",8,2,1,1
"2017-02","ARSON",9,4,0,0
"2017-02","ARSON",10,1,1,0
"2017-02","ARSON",12,1,0,0
"2017-02","ARSON",13,1,0,0
"2017-02","ARSON",15,2,0,0
"2017-02","ARSON",16,2,0,0
"2017-02","ARSON",20,1,0,0
"2017-02","ARSON",21,2,0,0
"2017-02","ARSON",24,2,1,0
"2017-02","ARSON",27,1,0,0
"2017-02","ARSON",28,1,0,0
"2017-02","ARSON",29,2,0,0
"2017-02","ARSON",30,2,0,0
"2017-02","ARSON",31,1,0,0
"2017-02","ARSON",33,1,0,0
"2017-02","ARSON",34,1,0,0
"2017-02","ARSON",36,1,0,0
"2017-02","ARSON",37,2,0,0
"2017-02","ARSON",39,1,0,0
"2017-02","ARSON",42,1,1,0
"2017-02","ARSON",43,1,0,0
"2017-02","ARSON",45,1,0,0
"2017-02","ASSAULT",1,15,6,0
"2017-02","ASSAULT",2,60,11,10
"2017-02","ASSAULT",3,43,6,9
"2017-02","ASSAULT",4,25,3,6
"2017-02","ASSAULT",5,34,5,10
"2017-02","ASSAULT",6,52,11,23
"2017-02","ASSAULT",7,52,13,26
"2017-02","ASSAULT",8,41,8,13
"2017-02","ASSAULT",9,40,15,19
"2017-02","ASSAULT",10,24,5,1
"2017-02","ASSAULT",11,20,9,4
"2017-02","ASSAULT",12,15,2,2
"2017-02","ASSAULT",13,13,3,4
"2017-02","ASSAULT",14,18,3,5
"2017-02","ASSAULT",15,46,10,16
"2017-02","ASSAULT",16,26,6,9
"2017-02","ASSAULT",17,57,13,22
"2017-02","ASSAULT",18,25,4,10
"2017-02","ASSAULT",19,5,1,3
"2017-02","ASSAULT",20,48,11,13
"2017-02","ASSAULT",21,44,8,19
"2017-02","ASSAULT",22,14,0,2
"2017-02","ASSAULT",23,13,3,5
"2017-02","ASSAULT",24,59,6,19
"2017-02","ASSAULT",25,16,3,4
"2017-02","ASSAULT",26,20,6,4
"2017-02","ASSAULT",27,48,10,18
"2017-02","ASSAULT",28,51,9,13
"2017-02","ASSAULT",29,33,9,9
"2017-02","ASSAULT",30,12,3,3
"2017-02","ASSAULT",31,16,3,4
"2017-02","ASSAULT",32,18,3,5
"2017-02","ASSAULT",33,2,0,2
"2017-02","ASSAULT",34,34,7,20
"2017-02","ASSAULT",35,20,6,4
"2017-02","ASSAULT",36,7,1,1
"2017-02","ASSAULT",37,42,5,15
"2017-02","ASSAULT",38,15,4,2
"2017-02","ASSAULT",39,4,0,1
"2017-02","ASSAULT",40,11,3,3
"2017-02","ASSAULT",41,11,1,4
"2017-02","ASSAULT",42,40,11,4
"2017-02","ASSAULT",43,10,1,2
"2017-02","ASSAULT",44,11,2,0
"2017-02","ASSAULT",45,13,4,1
"2017-02","ASSAULT",46,11,2,2
"2017-02","ASSAULT",47,15,1,2
"2017-02","ASSAULT",48,10,2,2
"2017-02","ASSAULT",49,21,4,3
"2017-02","ASSAULT",50,14,1,6
"2017-02","BATTERY",1,46,8,11
"2017-02","BATTERY",2,139,37,67
"2017-02","BATTERY",3,122,27,72
"2017-02","BATTERY",4,66,8,37
"2017-02","BATTERY",5,98,26,62
"2017-02","BATTERY",6,118,33,71
"2017-02","BATTERY",7,116,27,84
"2017-02","BATTERY",8,124,38,73
"2017-02","BATTERY",9,121,39,82
"2017-02","BATTERY",10,71,17,51
"2017-02","BATTERY",11,31,6,18
"2017-02","BATTERY",12,46,14,25
"2017-02","BATTERY",13,38,7,24
"2017-02","BATTERY",14,43,13,25
"2017-02","BATTERY",15,84,17,58
"2017-02","BATTERY",16,96,22,59
"2017-02","BATTERY",17,166,26,108
"2017-02","BATTERY",18,59,17,34
"2017-02","BATTERY",19,18,8,10
"2017-02","BATTERY",20,125,31,74
"2017-02","BATTERY",21,104,23,67
"2017-02","BATTERY",22,43,12,30
"2017-02","BATTERY",23,35,5,21
"2017-02","BATTERY",24,191,34,112
"2017-02","BATTERY",25,28,7,14
"2017-02","BATTERY",26,41,7,22
"2017-02","BATTERY",27,95,16,44
"2017-02","BATTERY",28,180,42,97
"2017-02","BATTERY",29,93,20,56
"2017-02","BATTERY",30,46,6,26
"2017-02","BATTERY",31,36,9,23
"2017-02","BATTERY",32,29,6,9
"2017-02","BATTERY",33,23,3,15
"2017-02","BATTERY",34,90,28,60
"2017-02","BATTERY",35,36,12,19
"2017-02","BATTERY",36,35,11,22
"2017-02","BATTERY",37,89,14,57
"2017-02","BATTERY",38,28,8,14
"2017-02","BATTERY",39,24,5,15
"2017-02","BATTERY",40,27,5,11
"2017-02","BATTERY",41,18,3,7
"2017-02","BATTERY",42,120,34,23
"2017-02","BATTERY",43,27,1,9
"2017-02","BATTERY",44,24,9,9
"2017-02","BATTERY",45,33,8,18
"2017-02","BATTERY",46,53,11,25
"2017-02","BATTERY",47,26,10,11
"2017-02","BATTERY",48,29,6,11
"2017-02","BATTERY",49,53,10,29
"2017-02","BATTERY",50,26,7,13
"2017-02","BURGLARY",1,31,0,0
"2017-02","BURGLARY",2,19,0,0
"2017-02","BURGLARY",3,23,1,0
"2017-02","BURGLARY",4,9,0,0
"2017-02","BURGLARY",5,17,1,0
"2017-02","BURGLARY",6,40,1,0
"2017-02","BURGLARY",7,20,0,0
"2017-02","BURGLARY",8,30,0,1
"2017-02","BURGLARY",9,25,2,0
"2017-02","BURGLARY",10,9,0,0
"2017-02","BURGLARY",11,20,1,0
"2017-02","BURGLARY",12,13,0,0
"2017-02","BURGLARY",13,16,0,0
"2017-02","BURGLARY",14,29,0,1
"2017-02","BURGLARY",15,17,0,0
"2017-02","BURGLARY",16,27,3,1
"2017-02","BURGLARY",17,20,1,0
"2017-02","BURGLARY",18,37,2,0
"2017-02","BURGLARY",19,10,0,1
"2017-02","BURGLARY",20,27,2,0
"2017-02","BURGLARY",21,30,1,1
"2017-02","BURGLARY",22,13,3,0
"2017-02","BURGLARY",23,24,0,0
"2017-02","BURGLARY",24,27,1,0
"2017-02","BURGLARY",25,29,1,1
"2017-02","BURGLARY",26,30,0,0
"2017-02","BURGLARY",27,20,0,0
"2017-02","BURGLARY",28,24,3,0
"2017-02","BURGLARY",29,24,0,2
"2017-02","BURGLARY",30,25,0,0
"2017-02","BURGLARY",31,24,0,0
"2017-02","BURGLARY",32,17,1,0
"2017-02","BURGLARY",33,12,0,0
"2017-02","BURGLARY",34,37,0,1
"2017-02","BURGLARY",35,17,0,0
"2017-02","BURGLARY",36,23,0,0
"2017-02","BURGLARY",37,25,0,2
"2017-02","BURGLARY",38,18,0,0
"2017-02","BURGLARY",39,14,2,0
"2017-02","BURGLARY",40,10,0,0
"2017-02","BURGLARY",41,6,2,0
"2017-02","BURGLARY",42,25,4,0
"2017-02","BURGLARY",43,9,0,0
"2017-02","BURGLARY",44,13,4,0
"2017-02","BURGLARY",45,14,0,0
"2017-02","BURGLARY",46,7,1,0
"2017-02","BURGLARY",47,16,0,0
"2017-02","BURGLARY",48,5,0,0
"2017-02","BURGLARY",49,23,2,0
"2017-02","BURGLARY",50,9,0,0
"2017-02","CONCEALED CARRY LICENSE VIOLATION",2,1,1,0
"2017-02","CONCEALED CARRY LICENSE VIOLATION",38,1,1,0
"2017-02","CONCEALED CARRY LICENSE VIOLATION",41,1,1,0
"2017-02","CRIM SEXUAL ASSAULT",1,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",2,7,1,0
"2017-02","CRIM SEXUAL ASSAULT",3,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",4,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",5,4,1,1
"2017-02","CRIM SEXUAL ASSAULT",7,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",8,7,0,1
"2017-02","CRIM SEXUAL ASSAULT",9,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",11,2,0,0
"2017-02","CRIM SEXUAL ASSAULT",12,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",13,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",15,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",16,3,0,2
"2017-02","CRIM SEXUAL ASSAULT",17,4,1,1
"2017-02","CRIM SEXUAL ASSAULT",18,1,0,0
"2017-02","CRIM SEXUAL ASSAULT",20,2,0,0
"2017-02","CRIM SEXUAL ASSAULT",21,3,0,1
"2017-02","CRIM SEXUAL ASSAULT",22,2,0,0
"2017-02","CRIM SEXUAL ASSAULT",24,3,0,1
"2017-02","CRIM SEXUAL ASSAULT",25,2,0,0
"2017-02","CRIM SEXUAL ASSAULT",26,3,0,0
"2017-02","CRIM SEXUAL ASSAULT",27,4,0,0
"2017-02","CRIM SEXUAL ASSAULT",28,4,1,1
"2017-02","CRIM SEXUAL ASSAULT",29,3,0,1
"2017-02","CRIM SEXUAL ASSAULT",30,2,0,1
"2017-02","CRIM SEXUAL ASSAULT",31,3,0,1
